,0,1,2,3,4,5,6,7,8,타수,안타,타점,득점,타율,name,구장,관중,날짜,개시시간,경기시간,team1,team2,9,10,11,12
8, , ,우안,좌희비, ,2안, ,투땅, ,3,2,1,0,0.223,임수민,구장 : 대전,관중 : 579,2002.10.13(일),개시 : 17:05,경기시간 : 2:51,한화,롯데,,,,
9, , ,4구,2땅, ,유2병, ,2땅, ,3,0,0,1,0.265,허준,구장 : 대전,관중 : 579,2002.10.13(일),개시 : 17:05,경기시간 : 2:51,한화,롯데,,,,
0,3땅, ,중비,좌비,우비, ,좌홈, , ,5,1,1,1,0.296,이종범,구장 : 시민,"관중 : 1,089",2002.10.14(월),개시 : 14:59,경기시간 : 2:51,KIA,삼성,,,,
1, , , , , , , ,좌비, ,1,0,0,0,0.215,김창희,구장 : 시민,"관중 : 1,089",2002.10.14(월),개시 : 14:59,경기시간 : 2:51,KIA,삼성,,,,
2,4구, ,4구,유안, ,중비,우안, ,중비,4,2,0,2,0.286,김종국,구장 : 시민,"관중 : 1,089",2002.10.14(월),개시 : 14:59,경기시간 : 2:51,KIA,삼성,,,,
3,우안, ,우홈,4구, ,좌안,좌안, , ,4,4,2,2,0.341,장성호,구장 : 시민,"관중 : 1,089",2002.10.14(월),개시 : 14:59,경기시간 : 2:51,KIA,삼성,,,,
4, , , , , , , , ,좌안,1,1,0,0,0.250,오우진,구장 : 시민,"관중 : 1,089",2002.10.14(월),개시 : 14:59,경기시간 : 2:51,KIA,삼성,,,,
5,1비, ,유땅,좌비, ,좌안,우희비, , ,4,1,1,1,0.254,홍세완,구장 : 시민,"관중 : 1,089",2002.10.14(월),개시 : 14:59,경기시간 : 2:51,KIA,삼성,,,,
6, , , , , , , , , ,0,0,0,0,0.226,김태룡,구장 : 시민,"관중 : 1,089",2002.10.14(월),개시 : 14:59,경기시간 : 2:51,KIA,삼성,,,,
7, , , , , , , , ,좌안,1,1,0,0,0.265,이현곤,구장 : 시민,"관중 : 1,089",2002.10.14(월),개시 : 14:59,경기시간 : 2:51,KIA,삼성,,,,
8,삼진, ,2안, ,유땅,좌비,중비, ,우비,6,1,0,0,0.265,펨버튼,구장 : 시민,"관중 : 1,089",2002.10.14(월),개시 : 14:59,경기시간 : 2:51,KIA,삼성,,,,
9, ,3땅,좌안, ,좌2,4구, ,좌홈, ,4,3,1,2,0.311,신동주,구장 : 시민,"관중 : 1,089",2002.10.14(월),개시 : 14:59,경기시간 : 2:51,KIA,삼성,,,,
10, , , , , , , , ,좌비,1,0,0,0,0.237,장정석,구장 : 시민,"관중 : 1,089",2002.10.14(월),개시 : 14:59,경기시간 : 2:51,KIA,삼성,,,,
11, ,좌2,중비, ,좌안,좌2, ,우안, ,5,4,3,0,0.239,김인철,구장 : 시민,"관중 : 1,089",2002.10.14(월),개시 : 14:59,경기시간 : 2:51,KIA,삼성,,,,
12, ,삼진, ,2땅,중비,우비, ,유땅, ,5,0,0,0,0.223,김상훈,구장 : 시민,"관중 : 1,089",2002.10.14(월),개시 : 14:59,경기시간 : 2:51,KIA,삼성,,,,
13, ,좌비, ,우안,사구, ,2비,좌비, ,4,1,0,0,0.298,정성훈,구장 : 시민,"관중 : 1,089",2002.10.14(월),개시 : 14:59,경기시간 : 2:51,KIA,삼성,,,,
0,4구, ,2땅, , ,유땅, ,3파, ,3,0,0,0,0.289,강동우,구장 : 시민,"관중 : 1,089",2002.10.14(월),개시 : 14:59,경기시간 : 2:51,삼성,KIA,,,,
1, , , , , , , , ,사구,0,0,0,0,0.115,임재철,구장 : 시민,"관중 : 1,089",2002.10.14(월),개시 : 14:59,경기시간 : 2:51,삼성,KIA,,,,
2,1희번, ,1땅, , ,삼진, ,4구,2땅,3,0,0,1,0.271,박한이,구장 : 시민,"관중 : 1,089",2002.10.14(월),개시 : 14:59,경기시간 : 2:51,삼성,KIA,,,,
3,삼진, , ,우비, , ,삼진,좌안, ,4,1,0,0,0.333,이승엽,구장 : 시민,"관중 : 1,089",2002.10.14(월),개시 : 14:59,경기시간 : 2:51,삼성,KIA,,,,
4, , , , , , , , , ,0,0,0,0,0.000,권혁,구장 : 시민,"관중 : 1,089",2002.10.14(월),개시 : 14:59,경기시간 : 2:51,삼성,KIA,,,,
5,3직, , ,삼진, , ,유안, , ,3,1,0,0,0.278,브리또,구장 : 시민,"관중 : 1,089",2002.10.14(월),개시 : 14:59,경기시간 : 2:51,삼성,KIA,,,,
6, , , , , , , , , ,0,0,0,1,0.000,이태호,구장 : 시민,"관중 : 1,089",2002.10.14(월),개시 : 14:59,경기시간 : 2:51,삼성,KIA,,,,
7, , , , , , , ,3땅, ,1,0,1,0,0.186,김승권,구장 : 시민,"관중 : 1,089",2002.10.14(월),개시 : 14:59,경기시간 : 2:51,삼성,KIA,,,,
8, ,중안, ,삼진, , ,중안,1파, ,4,2,0,0,0.324,마해영,구장 : 시민,"관중 : 1,089",2002.10.14(월),개시 : 14:59,경기시간 : 2:51,삼성,KIA,,,,
9, ,투땅, , ,우안, ,삼진, ,중안,4,2,0,0,0.305,김한수,구장 : 시민,"관중 : 1,089",2002.10.14(월),개시 : 14:59,경기시간 : 2:51,삼성,KIA,,,,
10, , , , , , , , , ,0,0,0,0,0.000,최형우,구장 : 시민,"관중 : 1,089",2002.10.14(월),개시 : 14:59,경기시간 : 2:51,삼성,KIA,,,,
11, ,유직, , ,2유병, , , , ,2,0,0,0,0.281,양준혁,구장 : 시민,"관중 : 1,089",2002.10.14(월),개시 : 14:59,경기시간 : 2:51,삼성,KIA,,,,
12, , , , , , , , , ,0,0,0,0,0.205,김재걸,구장 : 시민,"관중 : 1,089",2002.10.14(월),개시 : 14:59,경기시간 : 2:51,삼성,KIA,,,,
13, , , , , , ,4구, , ,0,0,0,0,0.000,장영균,구장 : 시민,"관중 : 1,089",2002.10.14(월),개시 : 14:59,경기시간 : 2:51,삼성,KIA,,,,
14, , , , , , , , ,1파,1,0,0,0,0.214,현재윤,구장 : 시민,"관중 : 1,089",2002.10.14(월),개시 : 14:59,경기시간 : 2:51,삼성,KIA,,,,
15, , ,중안, ,유땅, ,유안, , ,3,2,1,0,0.283,진갑용,구장 : 시민,"관중 : 1,089",2002.10.14(월),개시 : 14:59,경기시간 : 2:51,삼성,KIA,,,,
16, , , , , , , , ,삼진,1,0,0,0,0.000,조동찬,구장 : 시민,"관중 : 1,089",2002.10.14(월),개시 : 14:59,경기시간 : 2:51,삼성,KIA,,,,
17, , ,1희번, , , , , , ,0,0,0,0,0.241,박정환,구장 : 시민,"관중 : 1,089",2002.10.14(월),개시 : 14:59,경기시간 : 2:51,삼성,KIA,,,,
18, , , , , ,우비,유땅, ,우안,3,1,0,0,0.277,김종훈,구장 : 시민,"관중 : 1,089",2002.10.14(월),개시 : 14:59,경기시간 : 2:51,삼성,KIA,,,,
0,우비, ,삼진, ,4구, ,중3,유땅, ,4,1,0,1,0.296,이종범,구장 : 시민,"관중 : 2,520",2002.10.14(월),개시 : 18:12,경기시간 : 3:04,KIA,삼성,,,,
1,2땅, ,유땅, ,중안, ,4구, ,중안,4,2,0,1,0.288,김종국,구장 : 시민,"관중 : 2,520",2002.10.14(월),개시 : 18:12,경기시간 : 3:04,KIA,삼성,,,,
2,1비, , ,우중2,3땅, ,4구, ,유병,4,1,0,0,0.340,장성호,구장 : 시민,"관중 : 2,520",2002.10.14(월),개시 : 18:12,경기시간 : 3:04,KIA,삼성,,,,
3, ,우비, ,4구, ,좌안,우안, ,삼진,4,2,2,0,0.256,홍세완,구장 : 시민,"관중 : 2,520",2002.10.14(월),개시 : 18:12,경기시간 : 3:04,KIA,삼성,,,,
4, ,유땅, , , , , , , ,1,0,0,0,0.264,펨버튼,구장 : 시민,"관중 : 2,520",2002.10.14(월),개시 : 18:12,경기시간 : 3:04,KIA,삼성,,,,
5, , , ,3비, ,삼진, , , ,2,0,0,0,0.300,김민철,구장 : 시민,"관중 : 2,520",2002.10.14(월),개시 : 18:12,경기시간 : 3:04,KIA,삼성,,,,
6, , , , , , ,삼진, , ,1,0,0,0,0.231,오우진,구장 : 시민,"관중 : 2,520",2002.10.14(월),개시 : 18:12,경기시간 : 3:04,KIA,삼성,,,,
7, ,중비, ,우비, ,삼진, ,유땅, ,4,0,0,0,0.306,신동주,구장 : 시민,"관중 : 2,520",2002.10.14(월),개시 : 18:12,경기시간 : 3:04,KIA,삼성,,,,
8, , , , , , , , , ,0,0,0,0,0.215,김창희,구장 : 시민,"관중 : 2,520",2002.10.14(월),개시 : 18:12,경기시간 : 3:04,KIA,삼성,,,,
9, , ,삼진, , , , , , ,1,0,0,0,0.234,김인철,구장 : 시민,"관중 : 2,520",2002.10.14(월),개시 : 18:12,경기시간 : 3:04,KIA,삼성,,,,
10, , , ,삼진, ,삼진, ,중안, ,3,1,0,1,0.262,김경언,구장 : 시민,"관중 : 2,520",2002.10.14(월),개시 : 18:12,경기시간 : 3:04,KIA,삼성,,,,
11, , ,4구, ,중비, ,2땅,투희번, ,2,0,0,1,0.222,김상훈,구장 : 시민,"관중 : 2,520",2002.10.14(월),개시 : 18:12,경기시간 : 3:04,KIA,삼성,,,,
12, , ,중홈, ,삼진, ,삼진,중홈, ,4,2,4,2,0.301,정성훈,구장 : 시민,"관중 : 2,520",2002.10.14(월),개시 : 18:12,경기시간 : 3:04,KIA,삼성,,,,
0,삼진, ,좌비, ,투땅, , ,2파, ,4,0,0,0,0.286,강동우,구장 : 시민,"관중 : 2,520",2002.10.14(월),개시 : 18:12,경기시간 : 3:04,삼성,KIA,,,,
1,중비, , ,우홈,유파, , ,2유병, ,4,1,1,1,0.271,박한이,구장 : 시민,"관중 : 2,520",2002.10.14(월),개시 : 18:12,경기시간 : 3:04,삼성,KIA,,,,
2,유비, , ,유비, ,삼진, , ,좌홈,4,1,1,1,0.332,이승엽,구장 : 시민,"관중 : 2,520",2002.10.14(월),개시 : 18:12,경기시간 : 3:04,삼성,KIA,,,,
3, ,우안, ,우2, ,3땅, , ,투땅,4,2,0,1,0.326,마해영,구장 : 시민,"관중 : 2,520",2002.10.14(월),개시 : 18:12,경기시간 : 3:04,삼성,KIA,,,,
4, ,중비, ,좌홈, ,삼진, , ,좌안,4,2,2,2,0.280,브리또,구장 : 시민,"관중 : 2,520",2002.10.14(월),개시 : 18:12,경기시간 : 3:04,삼성,KIA,,,,
5, ,중비, ,2땅, , ,유안, ,좌홈,4,2,2,1,0.306,김한수,구장 : 시민,"관중 : 2,520",2002.10.14(월),개시 : 18:12,경기시간 : 3:04,삼성,KIA,,,,
6, ,1파, ,우중홈, , ,우비, , ,3,1,1,1,0.282,양준혁,구장 : 시민,"관중 : 2,520",2002.10.14(월),개시 : 18:12,경기시간 : 3:04,삼성,KIA,,,,
7, , ,좌비,삼진, , ,32병, , ,3,0,0,0,0.281,진갑용,구장 : 시민,"관중 : 2,520",2002.10.14(월),개시 : 18:12,경기시간 : 3:04,삼성,KIA,,,,
8, , ,삼진, ,2비, , , , ,2,0,0,0,0.239,박정환,구장 : 시민,"관중 : 2,520",2002.10.14(월),개시 : 18:12,경기시간 : 3:04,삼성,KIA,,,,
9, , , , , , , ,유안, ,1,1,0,0,0.281,김종훈,구장 : 시민,"관중 : 2,520",2002.10.14(월),개시 : 18:12,경기시간 : 3:04,삼성,KIA,,,,
10, , , , , , , , , ,0,0,0,0,0.205,김재걸,구장 : 시민,"관중 : 2,520",2002.10.14(월),개시 : 18:12,경기시간 : 3:04,삼성,KIA,,,,
0,4구,유땅, ,4구,4구, , , , ,1,0,0,2,0.317,이영우,구장 : 문학,관중 : 665,2002.10.14(월),개시 : 18:30,경기시간 : 2:44,한화,SK,,,,
1, , , , , , ,2땅, ,유비,2,0,1,0,0.203,김수연,구장 : 문학,관중 : 665,2002.10.14(월),개시 : 18:30,경기시간 : 2:44,한화,SK,,,,
2,중안,4구, ,좌2,1땅, ,삼진, , ,4,2,0,3,0.333,조윤채,구장 : 문학,관중 : 665,2002.10.14(월),개시 : 18:30,경기시간 : 2:44,한화,SK,,,,
3,우안,중안, ,좌안,포땅, , ,3땅, ,5,3,4,1,0.281,강석천,구장 : 문학,관중 : 665,2002.10.14(월),개시 : 18:30,경기시간 : 2:44,한화,SK,,,,
4,좌2,우비, ,삼진, ,삼진, , , ,4,1,1,1,0.294,송지만,구장 : 문학,관중 : 665,2002.10.14(월),개시 : 18:30,경기시간 : 2:44,한화,SK,,,,
5, , , , , , , , , ,0,0,0,0,0.263,조효상,구장 : 문학,관중 : 665,2002.10.14(월),개시 : 18:30,경기시간 : 2:44,한화,SK,,,,
6, , , , , , , ,좌비, ,1,0,0,0,0.225,조현수,구장 : 문학,관중 : 665,2002.10.14(월),개시 : 18:30,경기시간 : 2:44,한화,SK,,,,
7,삼진, ,유땅,좌홈, ,삼진, ,3실, ,5,1,3,2,0.249,장종훈,구장 : 문학,관중 : 665,2002.10.14(월),개시 : 18:30,경기시간 : 2:44,한화,SK,,,,
8, , , , , , , , , ,0,0,0,0,0.000,서창호,구장 : 문학,관중 : 665,2002.10.14(월),개시 : 18:30,경기시간 : 2:44,한화,SK,,,,
9,좌안, ,유땅,좌2, ,중비, , , ,4,2,1,1,0.226,임수민,구장 : 문학,관중 : 665,2002.10.14(월),개시 : 18:30,경기시간 : 2:44,한화,SK,,,,
10, , , , , , , ,우안, ,1,1,1,0,0.255,김태균,구장 : 문학,관중 : 665,2002.10.14(월),개시 : 18:30,경기시간 : 2:44,한화,SK,,,,
11,중비, ,좌안,좌홈, , ,우중2,유비, ,5,3,2,2,0.265,이범호,구장 : 문학,관중 : 665,2002.10.14(월),개시 : 18:30,경기시간 : 2:44,한화,SK,,,,
12, ,삼진,삼진,삼진, , , , , ,3,0,0,0,0.202,백재호,구장 : 문학,관중 : 665,2002.10.14(월),개시 : 18:30,경기시간 : 2:44,한화,SK,,,,
13, , , , , , ,우2, , ,1,1,1,1,0.289,데이비스,구장 : 문학,관중 : 665,2002.10.14(월),개시 : 18:30,경기시간 : 2:44,한화,SK,,,,
14, , , , , , , , ,유땅,1,0,0,0,0.263,허준,구장 : 문학,관중 : 665,2002.10.14(월),개시 : 18:30,경기시간 : 2:44,한화,SK,,,,
15, ,좌2, ,유비,2땅, ,2땅, , ,4,1,0,1,0.211,조경택,구장 : 문학,관중 : 665,2002.10.14(월),개시 : 18:30,경기시간 : 2:44,한화,SK,,,,
16, , , , , , , , ,삼진,1,0,0,0,0.063,채상병,구장 : 문학,관중 : 665,2002.10.14(월),개시 : 18:30,경기시간 : 2:44,한화,SK,,,,
0,유비, ,2땅, , ,좌비,3파, , ,4,0,0,0,0.310,이진영,구장 : 문학,관중 : 665,2002.10.14(월),개시 : 18:30,경기시간 : 2:44,SK,한화,,,,
1,중비, , ,우비, ,유안, , , ,3,1,0,1,0.262,정경배,구장 : 문학,관중 : 665,2002.10.14(월),개시 : 18:30,경기시간 : 2:44,SK,한화,,,,
2, , , , , , , ,2비, ,1,0,0,0,0.254,최태원,구장 : 문학,관중 : 665,2002.10.14(월),개시 : 18:30,경기시간 : 2:44,SK,한화,,,,
3,중비, , ,삼진, ,우중안, ,유땅, ,4,1,1,0,0.254,김기태,구장 : 문학,관중 : 665,2002.10.14(월),개시 : 18:30,경기시간 : 2:44,SK,한화,,,,
4, ,유땅, ,삼진, ,좌안, ,중비, ,4,1,1,0,0.277,페르난데,구장 : 문학,관중 : 665,2002.10.14(월),개시 : 18:30,경기시간 : 2:44,SK,한화,,,,
5, ,2땅, , ,2땅,2비, , , ,3,0,0,0,0.288,채종범,구장 : 문학,관중 : 665,2002.10.14(월),개시 : 18:30,경기시간 : 2:44,SK,한화,,,,
6, , , , , , , , ,1땅,1,0,0,0,0.257,양현석,구장 : 문학,관중 : 665,2002.10.14(월),개시 : 18:30,경기시간 : 2:44,SK,한화,,,,
7, ,유땅, , ,좌비, ,중비, , ,3,0,0,0,0.286,이호준,구장 : 문학,관중 : 665,2002.10.14(월),개시 : 18:30,경기시간 : 2:44,SK,한화,,,,
8, , , , , , , , ,1땅,1,0,0,0,0.143,강혁,구장 : 문학,관중 : 665,2002.10.14(월),개시 : 18:30,경기시간 : 2:44,SK,한화,,,,
9, , ,3땅, ,1땅, , , , ,2,0,0,0,0.282,잉글린,구장 : 문학,관중 : 665,2002.10.14(월),개시 : 18:30,경기시간 : 2:44,SK,한화,,,,
10, , , , , , ,3땅, ,좌안,2,1,0,0,0.270,조원우,구장 : 문학,관중 : 665,2002.10.14(월),개시 : 18:30,경기시간 : 2:44,SK,한화,,,,
11, , ,좌2, , ,1파, , , ,2,1,0,0,0.242,김동수,구장 : 문학,관중 : 665,2002.10.14(월),개시 : 18:30,경기시간 : 2:44,SK,한화,,,,
12, , , , , , ,중안, ,3땅,2,1,0,0,0.222,양용모,구장 : 문학,관중 : 665,2002.10.14(월),개시 : 18:30,경기시간 : 2:44,SK,한화,,,,
13, , ,우파, , ,4구,좌2, , ,2,1,0,1,0.259,김민재,구장 : 문학,관중 : 665,2002.10.14(월),개시 : 18:30,경기시간 : 2:44,SK,한화,,,,
14, , , , , , , , , ,0,0,0,0,0.231,송재익,구장 : 문학,관중 : 665,2002.10.14(월),개시 : 18:30,경기시간 : 2:44,SK,한화,,,,
0,유땅,우안, , , , , , , ,2,1,0,0,0.300,전준호,구장 : 사직,관중 : 147,2002.10.15(화),개시 : 18:29,경기시간 : 3:14,현대,롯데,,,,
1, , , ,4구, ,유땅, ,2비, ,2,0,0,0,0.281,최익성,구장 : 사직,관중 : 147,2002.10.15(화),개시 : 18:29,경기시간 : 3:14,현대,롯데,,,,
2,중안,중비, ,4구, , , , , ,2,1,0,1,0.262,박종호,구장 : 사직,관중 : 147,2002.10.15(화),개시 : 18:29,경기시간 : 3:14,현대,롯데,,,,
3, , , , , , ,1안, , ,1,1,0,1,0.183,김일경,구장 : 사직,관중 : 147,2002.10.15(화),개시 : 18:29,경기시간 : 3:14,현대,롯데,,,,
4, , , , , , , ,좌2, ,1,1,0,0,0.143,김민우,구장 : 사직,관중 : 147,2002.10.15(화),개시 : 18:29,경기시간 : 3:14,현대,롯데,,,,
5,우안,2땅, ,1비, , ,4구,중비, ,4,1,0,2,0.294,프랭클린,구장 : 사직,관중 : 147,2002.10.15(화),개시 : 18:29,경기시간 : 3:14,현대,롯데,,,,
6,우파, ,중비,3땅, , ,삼진, ,우비,5,0,0,0,0.320,심정수,구장 : 사직,관중 : 147,2002.10.15(화),개시 : 18:29,경기시간 : 3:14,현대,롯데,,,,
7,4구, ,투땅, ,4구, ,중안, , ,2,1,1,0,0.283,이숭용,구장 : 사직,관중 : 147,2002.10.15(화),개시 : 18:29,경기시간 : 3:14,현대,롯데,,,,
8, , , , , , , , , ,0,0,0,0,0.071,이용주,구장 : 사직,관중 : 147,2002.10.15(화),개시 : 18:29,경기시간 : 3:14,현대,롯데,,,,
9, , , , , , , , ,중2,1,1,0,0,0.111,전근표,구장 : 사직,관중 : 147,2002.10.15(화),개시 : 18:29,경기시간 : 3:14,현대,롯데,,,,
10, , , , , , , , , ,0,0,0,0,0.250,정수성,구장 : 사직,관중 : 147,2002.10.15(화),개시 : 18:29,경기시간 : 3:14,현대,롯데,,,,
11,우중2, ,2땅, ,좌비, ,중안, ,고4,4,2,3,0,0.276,폴,구장 : 사직,관중 : 147,2002.10.15(화),개시 : 18:29,경기시간 : 3:14,현대,롯데,,,,
12,3땅, , ,3직,32병, , , , ,3,0,0,0,0.205,박경완,구장 : 사직,관중 : 147,2002.10.15(화),개시 : 18:29,경기시간 : 3:14,현대,롯데,,,,
13, , , , , , ,3땅, ,유땅,2,0,0,0,0.259,강귀태,구장 : 사직,관중 : 147,2002.10.15(화),개시 : 18:29,경기시간 : 3:14,현대,롯데,,,,
14, ,4구, ,우안, ,삼진,삼진, ,2비,4,1,0,1,0.230,조재호,구장 : 사직,관중 : 147,2002.10.15(화),개시 : 18:29,경기시간 : 3:14,현대,롯데,,,,
15, ,우비, ,우중2, ,유땅, , , ,3,1,1,0,0.221,박진만,구장 : 사직,관중 : 147,2002.10.15(화),개시 : 18:29,경기시간 : 3:14,현대,롯데,,,,
16, , , , , , , , , ,0,0,0,0,0.150,서한규,구장 : 사직,관중 : 147,2002.10.15(화),개시 : 18:29,경기시간 : 3:14,현대,롯데,,,,
17, , , , , , , ,좌비, ,1,0,0,0,0.281,황윤성,구장 : 사직,관중 : 147,2002.10.15(화),개시 : 18:29,경기시간 : 3:14,현대,롯데,,,,
0,삼진,우2, , ,좌안, ,중안,투땅, ,5,3,1,2,0.226,조성환,구장 : 사직,관중 : 147,2002.10.15(화),개시 : 18:29,경기시간 : 3:14,롯데,현대,,,,
1,삼진,삼진, , , , , , , ,2,0,0,0,0.260,이동욱,구장 : 사직,관중 : 147,2002.10.15(화),개시 : 18:29,경기시간 : 3:14,롯데,현대,,,,
2, , , , ,좌비, ,우안, , ,2,1,0,0,0.224,이계성,구장 : 사직,관중 : 147,2002.10.15(화),개시 : 18:29,경기시간 : 3:14,롯데,현대,,,,
3, , , , , , , , , ,0,0,0,0,0.190,신명철,구장 : 사직,관중 : 147,2002.10.15(화),개시 : 18:29,경기시간 : 3:14,롯데,현대,,,,
4,중비, ,좌2, ,유땅, ,4구, , ,3,1,0,0,0.247,박정태,구장 : 사직,관중 : 147,2002.10.15(화),개시 : 18:29,경기시간 : 3:14,롯데,현대,,,,
5, , , , , , , , , ,0,0,0,0,0.246,박기혁,구장 : 사직,관중 : 147,2002.10.15(화),개시 : 18:29,경기시간 : 3:14,롯데,현대,,,,
6, , , , , , , , , ,0,0,0,0,0.000,노승욱,구장 : 사직,관중 : 147,2002.10.15(화),개시 : 18:29,경기시간 : 3:14,롯데,현대,,,,
7, , , , , , , , , ,0,0,0,0,0.000,김장현,구장 : 사직,관중 : 147,2002.10.15(화),개시 : 18:29,경기시간 : 3:14,롯데,현대,,,,
8, ,유땅,2땅, ,우3, ,좌안, , ,4,2,2,0,0.282,김응국,구장 : 사직,관중 : 147,2002.10.15(화),개시 : 18:29,경기시간 : 3:14,롯데,현대,,,,
9, ,4구,유땅, ,삼진, ,중비, , ,3,0,0,1,0.255,박현승,구장 : 사직,관중 : 147,2002.10.15(화),개시 : 18:29,경기시간 : 3:14,롯데,현대,,,,
10, ,3실,유땅, , ,삼진,중비, , ,4,0,0,1,0.280,최기문,구장 : 사직,관중 : 147,2002.10.15(화),개시 : 18:29,경기시간 : 3:14,롯데,현대,,,,
11, ,삼진, ,4구, ,우비, ,삼진, ,3,0,0,0,0.212,김주찬,구장 : 사직,관중 : 147,2002.10.15(화),개시 : 18:29,경기시간 : 3:14,롯데,현대,,,,
12, ,좌2, ,좌비, ,삼진, ,우중안, ,4,2,1,1,0.255,김정현,구장 : 사직,관중 : 147,2002.10.15(화),개시 : 18:29,경기시간 : 3:14,롯데,현대,,,,
13, ,좌안, ,삼진, , , , , ,2,1,1,1,0.210,권오현,구장 : 사직,관중 : 147,2002.10.15(화),개시 : 18:29,경기시간 : 3:14,롯데,현대,,,,
14, , , , , , ,유비, , ,1,0,0,0,0.267,허문회,구장 : 사직,관중 : 147,2002.10.15(화),개시 : 18:29,경기시간 : 3:14,롯데,현대,,,,
15, , , , , , , ,1땅, ,1,0,0,0,0.182,박상민,구장 : 사직,관중 : 147,2002.10.15(화),개시 : 18:29,경기시간 : 3:14,롯데,현대,,,,
0,1땅, ,삼진, ,2땅, , , , ,3,0,0,0,0.294,이종범,구장 : 시민,"관중 : 5,692",2002.10.15(화),개시 : 18:30,경기시간 : 2:44,KIA,삼성,,,,
1, , , , , , , ,중안, ,1,1,0,0,0.250,장일현,구장 : 시민,"관중 : 5,692",2002.10.15(화),개시 : 18:30,경기시간 : 2:44,KIA,삼성,,,,
2,삼진, ,4구, ,1파, , , , ,2,0,0,0,0.287,김종국,구장 : 시민,"관중 : 5,692",2002.10.15(화),개시 : 18:30,경기시간 : 2:44,KIA,삼성,,,,
3, , , , , , , ,3파, ,1,0,0,0,0.293,김민철,구장 : 시민,"관중 : 5,692",2002.10.15(화),개시 : 18:30,경기시간 : 2:44,KIA,삼성,,,,
4,삼진, ,좌안, , ,우안, , , ,3,2,1,0,0.342,장성호,구장 : 시민,"관중 : 5,692",2002.10.15(화),개시 : 18:30,경기시간 : 2:44,KIA,삼성,,,,
5, , , , , , , ,투2병, ,1,0,0,0,0.214,오우진,구장 : 시민,"관중 : 5,692",2002.10.15(화),개시 : 18:30,경기시간 : 2:44,KIA,삼성,,,,
6, ,유땅,3땅, , ,삼진, , , ,3,0,0,0,0.254,홍세완,구장 : 시민,"관중 : 5,692",2002.10.15(화),개시 : 18:30,경기시간 : 2:44,KIA,삼성,,,,
7, , , , , , , , ,우안,1,1,0,0,0.272,이현곤,구장 : 시민,"관중 : 5,692",2002.10.15(화),개시 : 18:30,경기시간 : 2:44,KIA,삼성,,,,
8, ,3땅, ,중비, ,삼진, , ,중비,4,0,0,0,0.260,펨버튼,구장 : 시민,"관중 : 5,692",2002.10.15(화),개시 : 18:30,경기시간 : 2:44,KIA,삼성,,,,
9, ,4구, ,삼진, , , , , ,1,0,0,0,0.305,신동주,구장 : 시민,"관중 : 5,692",2002.10.15(화),개시 : 18:30,경기시간 : 2:44,KIA,삼성,,,,
10, , , , , ,3파, , ,3직,2,0,0,0,0.232,장정석,구장 : 시민,"관중 : 5,692",2002.10.15(화),개시 : 18:30,경기시간 : 2:44,KIA,삼성,,,,
11, ,2땅, , , , , , , ,1,0,0,0,0.229,김인철,구장 : 시민,"관중 : 5,692",2002.10.15(화),개시 : 18:30,경기시간 : 2:44,KIA,삼성,,,,
