,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,HP,SO,SB,CS,SH,GDP,E,컴프야P,ground
2016년 04월 01일,47,42,9,6,2,0,1,5,4,4,0,11,2,1,1,0,0,102,잠실
2016년 04월 01일,36,30,6,5,1,0,0,1,1,5,0,6,0,2,1,0,1,-21,고척
2016년 04월 01일,36,36,10,4,5,0,1,4,4,0,0,7,0,0,0,1,1,112,인천
2016년 04월 01일,35,32,8,8,0,0,0,1,1,2,1,6,1,1,0,2,1,-9,대구
2016년 04월 01일,36,30,9,5,2,0,2,5,5,5,0,9,0,0,1,1,1,181,마산
2016년 04월 02일,49,40,12,8,2,1,1,8,8,8,1,9,1,2,0,0,1,244,잠실
2016년 04월 02일,35,30,9,9,0,0,0,5,5,4,1,6,1,1,0,1,0,111,고척
2016년 04월 02일,44,37,10,7,2,0,1,4,4,6,1,6,2,0,0,1,1,184,인천
2016년 04월 02일,41,36,16,10,3,1,2,10,10,2,1,7,1,1,2,1,0,389,대구
2016년 04월 02일,36,33,7,5,1,0,1,3,3,2,1,5,1,0,0,1,0,74,마산
2016년 04월 03일,,,,,,,,,,,,,,,,,,,잠실
2016년 04월 03일,42,34,11,9,2,0,0,6,6,7,0,7,3,0,1,0,1,192,고척
2016년 04월 03일,38,32,8,6,2,0,0,4,4,3,2,4,1,1,1,0,0,98,인천
2016년 04월 03일,,,,,,,,,,,,,,,,,,,대구
2016년 04월 03일,,,,,,,,,,,,,,,,,,,마산
2016년 04월 05일,39,28,6,4,1,1,0,6,5,7,4,5,2,1,0,0,0,159,잠실
2016년 04월 05일,42,32,11,6,4,0,1,8,8,8,0,6,2,0,2,1,3,272,수원
2016년 04월 05일,41,35,13,9,4,0,0,9,8,4,1,1,1,0,1,1,1,282,대전
2016년 04월 05일,31,28,6,4,1,0,1,4,4,3,0,10,0,0,0,2,0,59,광주
2016년 04월 05일,34,30,5,5,0,0,0,2,2,3,1,7,0,0,0,0,0,-18,사직
2016년 04월 06일,32,30,5,4,0,0,1,2,2,1,1,8,0,0,0,0,0,17,잠실
2016년 04월 06일,38,36,7,2,2,0,3,6,6,2,0,6,0,0,0,0,2,139,수원
2016년 04월 06일,36,35,11,6,3,0,2,4,4,0,0,5,1,0,1,1,0,176,대전
2016년 04월 06일,,,,,,,,,,,,,,,,,,,광주
2016년 04월 06일,31,27,14,8,3,0,3,11,11,2,1,2,1,1,1,0,1,441,사직
2016년 04월 07일,40,36,10,9,1,0,0,2,2,2,2,9,0,0,0,1,0,30,잠실
2016년 04월 07일,34,30,4,3,1,0,0,1,1,4,0,9,0,1,0,0,1,-82,수원
2016년 04월 07일,40,39,12,8,2,0,2,3,3,0,1,10,0,0,0,0,1,113,대전
2016년 04월 07일,37,34,9,4,5,0,0,4,4,2,1,6,1,1,0,1,0,93,광주
2016년 04월 07일,33,31,5,3,1,0,1,3,3,1,0,8,0,0,1,0,0,24,사직
2016년 04월 08일,40,29,8,5,2,0,1,6,6,8,1,7,2,2,2,0,0,231,잠실
2016년 04월 08일,41,36,8,8,0,0,0,3,1,4,0,4,0,0,1,0,1,-4,인천
2016년 04월 08일,33,31,8,6,2,0,0,4,3,1,0,3,1,0,1,3,1,66,수원
2016년 04월 08일,36,34,10,7,2,0,1,3,3,2,0,9,1,0,0,2,2,56,사직
2016년 04월 08일,38,30,9,6,2,0,1,5,4,7,0,6,3,1,1,2,0,198,마산
2016년 04월 09일,49,46,13,10,1,0,2,9,8,3,0,11,0,1,0,2,0,180,잠실
2016년 04월 09일,32,27,5,2,0,0,3,4,4,5,0,7,0,1,0,1,1,142,인천
2016년 04월 09일,38,35,11,9,2,0,0,3,3,2,0,7,2,0,1,1,3,47,수원
2016년 04월 09일,41,37,15,13,1,0,1,7,7,4,0,6,1,0,0,2,1,254,사직
2016년 04월 09일,41,36,13,9,2,0,2,10,10,3,1,4,0,0,1,0,0,341,마산
2016년 04월 10일,39,35,10,8,2,0,0,4,4,3,0,4,0,0,1,0,0,84,잠실
2016년 04월 10일,37,33,9,6,1,0,2,7,7,2,2,5,0,0,0,1,1,220,인천
2016년 04월 10일,44,37,11,6,3,0,2,9,9,5,2,10,1,0,0,1,0,279,수원
2016년 04월 10일,37,33,11,7,3,0,1,5,4,4,0,6,2,2,0,1,0,185,사직
2016년 04월 10일,34,29,2,2,0,0,0,1,1,3,1,9,2,0,1,0,0,-66,마산
2016년 04월 12일,55,41,17,13,3,1,0,12,12,11,0,10,1,1,3,1,1,390,잠실
2016년 04월 12일,35,33,11,7,3,0,1,5,4,2,0,5,0,0,0,0,0,148,고척
2016년 04월 12일,40,33,7,5,0,0,2,6,6,4,2,11,3,1,1,0,0,150,인천
2016년 04월 12일,37,34,9,7,2,0,0,2,1,2,1,7,0,0,0,3,0,7,대전
2016년 04월 12일,47,42,18,11,4,1,2,16,13,2,2,8,0,0,1,1,1,447,대구
2016년 04월 13일,38,32,9,6,2,0,1,5,5,6,0,11,1,0,0,0,1,138,잠실
2016년 04월 13일,50,45,13,9,2,1,1,6,6,4,1,10,4,1,0,0,0,186,고척
2016년 04월 13일,34,29,7,6,0,0,1,2,2,4,0,8,2,0,1,1,0,94,인천
2016년 04월 13일,43,40,15,8,5,2,0,3,3,3,0,12,1,0,0,1,2,148,대전
2016년 04월 13일,33,30,5,2,3,0,0,2,2,2,0,6,1,0,1,1,0,6,대구
2016년 04월 14일,35,35,8,7,1,0,0,0,0,0,0,10,0,0,0,0,0,-65,잠실
2016년 04월 14일,35,30,7,4,0,1,2,4,3,2,3,9,1,0,0,2,1,108,고척
2016년 04월 14일,41,37,14,12,2,0,0,7,7,4,0,8,1,1,0,1,0,191,인천
2016년 04월 14일,32,31,5,5,0,0,0,2,1,0,1,10,0,0,0,2,2,-98,대전
2016년 04월 14일,37,33,11,11,0,0,0,7,5,2,1,4,3,0,1,2,0,158,대구
2016년 04월 15일,41,34,11,9,2,0,0,7,6,6,0,5,0,0,1,1,3,141,잠실
2016년 04월 15일,36,33,7,6,1,0,0,3,3,2,1,8,0,0,0,1,1,-6,수원
2016년 04월 15일,35,33,9,9,0,0,0,2,1,2,0,4,0,0,0,4,3,-34,대전
2016년 04월 15일,44,36,13,8,3,1,1,11,10,7,0,4,3,0,1,2,1,472,광주
2016년 04월 15일,36,32,9,6,3,0,0,3,3,4,0,10,2,0,0,1,0,101,마산
2016년 04월 16일,,,,,,,,,,,,,,,,,,,잠실
2016년 04월 16일,,,,,,,,,,,,,,,,,,,수원
2016년 04월 16일,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,대전
2016년 04월 16일,,,,,,,,,,,,,,,,,,,광주
2016년 04월 16일,5,4,2,2,0,0,0,1,1,0,0,1,0,0,1,0,0,28,마산
2016년 04월 17일,38,33,12,11,0,1,0,6,6,3,0,7,2,0,2,2,0,171,잠실
2016년 04월 17일,47,37,9,8,1,0,0,6,5,6,0,8,1,0,4,1,1,77,수원
2016년 04월 17일,43,34,7,7,0,0,0,4,4,8,1,11,1,0,0,2,0,46,대전
2016년 04월 17일,35,34,11,9,1,0,1,1,1,0,0,5,0,1,1,0,0,70,광주
2016년 04월 17일,41,37,13,11,1,0,1,5,5,4,0,5,0,1,0,2,1,144,마산
2016년 04월 19일,31,27,1,1,0,0,0,1,1,2,0,8,0,0,2,0,1,-104,잠실
2016년 04월 19일,36,34,7,5,1,0,1,1,1,2,0,9,1,0,0,0,1,1,인천
2016년 04월 19일,39,33,10,7,2,0,1,2,2,5,0,4,0,0,1,3,1,109,수원
2016년 04월 19일,37,34,11,6,3,0,2,7,7,2,1,5,0,0,0,1,1,252,광주
2016년 04월 19일,42,29,5,1,3,1,0,4,3,8,1,8,0,1,4,0,0,117,사직
2016년 04월 20일,34,31,6,4,0,0,2,6,6,1,2,5,0,0,0,0,0,164,잠실
2016년 04월 20일,38,36,13,7,5,0,1,9,7,2,0,2,0,0,0,1,0,268,인천
2016년 04월 20일,40,35,8,5,1,0,2,4,4,4,1,13,4,0,0,0,1,125,수원
2016년 04월 20일,38,34,7,7,0,0,0,1,1,4,0,6,2,1,0,2,1,-7,광주
2016년 04월 20일,48,38,17,13,2,1,1,10,10,7,1,6,5,0,2,2,0,423,사직
2016년 04월 21일,45,39,12,8,1,0,3,5,5,4,2,11,0,0,0,0,2,195,잠실
2016년 04월 21일,31,27,6,5,0,0,1,3,2,3,1,5,2,3,0,0,1,59,인천
2016년 04월 21일,41,35,14,9,3,0,2,8,8,5,0,3,1,0,1,1,0,346,수원
2016년 04월 21일,36,34,7,2,5,0,0,1,1,1,1,8,0,0,0,0,2,-4,광주
2016년 04월 21일,38,33,9,9,0,0,0,5,4,4,0,9,3,1,1,1,1,79,사직
2016년 04월 22일,38,34,13,9,3,0,1,8,8,2,1,4,1,0,1,0,0,278,잠실
2016년 04월 22일,42,35,14,8,2,2,2,10,9,4,1,6,0,0,2,2,0,372,고척
2016년 04월 22일,43,39,9,6,2,0,1,5,5,2,1,8,0,0,1,1,1,88,인천
2016년 04월 22일,36,34,9,7,1,0,1,3,3,1,0,2,0,0,1,1,0,91,대구
2016년 04월 22일,37,33,13,10,3,0,0,7,6,2,0,3,1,0,2,0,0,217,사직
2016년 04월 23일,34,29,7,4,2,0,1,3,3,4,1,5,2,1,0,1,0,129,잠실
2016년 04월 23일,49,40,18,13,3,0,2,14,14,7,0,11,0,0,2,0,2,429,고척
2016년 04월 23일,43,37,13,12,1,0,0,8,7,3,2,7,0,1,1,1,0,188,인천
2016년 04월 23일,42,32,7,6,0,1,0,6,5,6,3,3,0,0,1,1,0,113,대구
2016년 04월 23일,50,40,14,10,2,0,2,10,10,9,1,7,2,1,0,1,3,305,사직
2016년 04월 24일,38,28,5,4,1,0,0,5,3,9,0,6,0,1,1,2,1,33,잠실
2016년 04월 24일,39,36,11,8,3,0,0,3,3,1,0,6,2,0,2,0,1,117,고척
2016년 04월 24일,33,31,9,6,2,0,1,3,3,0,0,7,1,0,2,0,0,123,인천
2016년 04월 24일,37,33,10,5,4,0,1,6,6,1,1,3,0,0,2,0,0,237,대구
2016년 04월 24일,38,36,8,5,0,0,3,4,4,2,0,10,0,0,0,0,1,94,사직
2016년 04월 26일,34,29,7,4,2,0,1,4,3,2,3,6,1,0,0,2,1,99,잠실
2016년 04월 26일,30,28,7,6,0,0,1,2,2,1,0,4,0,0,1,2,0,63,수원
2016년 04월 26일,36,27,6,4,1,0,1,4,3,7,0,5,0,0,2,1,0,139,대전
2016년 04월 26일,29,28,2,2,0,0,0,0,0,1,0,7,0,0,0,1,0,-110,대구
2016년 04월 26일,35,32,11,7,4,0,0,4,3,3,0,3,0,0,0,1,0,130,마산
2016년 04월 27일,38,35,9,9,0,0,0,1,1,1,2,5,0,0,0,1,1,-14,잠실
2016년 04월 27일,32,29,3,3,0,0,0,0,0,3,0,6,0,1,0,1,0,-83,수원
2016년 04월 27일,,,,,,,,,,,,,,,,,,,대전
2016년 04월 27일,,,,,,,,,,,,,,,,,,,대구
2016년 04월 27일,,,,,,,,,,,,,,,,,,,마산
2016년 04월 28일,35,30,9,6,2,0,1,4,4,0,3,1,1,0,2,2,0,191,잠실
2016년 04월 28일,33,31,8,6,1,0,1,3,3,1,1,7,0,0,0,2,0,56,수원
2016년 04월 28일,46,38,9,7,2,0,0,3,3,5,0,7,2,0,3,0,3,86,대전
2016년 04월 28일,41,31,7,5,1,0,1,9,7,9,0,9,2,0,1,0,0,201,대구
2016년 04월 28일,36,34,8,8,0,0,0,2,2,1,1,11,1,1,0,0,0,-31,마산
2016년 04월 29일,42,35,10,9,0,0,1,4,4,6,0,8,0,0,1,0,0,145,잠실
2016년 04월 29일,36,34,7,5,2,0,0,3,2,2,0,7,1,0,0,1,0,11,고척
2016년 04월 29일,41,38,15,11,1,0,3,10,10,2,1,6,0,0,0,1,0,354,대전
2016년 04월 29일,37,30,7,6,1,0,0,4,4,5,0,9,0,1,2,0,0,67,광주
2016년 04월 29일,35,30,7,4,2,0,1,3,3,4,1,7,1,1,0,1,0,90,사직
2016년 04월 30일,36,28,5,4,1,0,0,2,1,5,1,7,0,1,2,0,0,1,잠실
2016년 04월 30일,34,30,5,5,0,0,0,1,1,4,0,7,1,0,0,1,1,-48,고척
2016년 04월 30일,36,31,7,6,1,0,0,3,2,2,2,7,0,1,1,0,4,-19,대전
2016년 04월 30일,40,37,11,8,2,0,1,5,4,3,0,7,0,0,0,1,1,128,광주
2016년 04월 30일,34,32,5,3,2,0,0,1,1,2,0,12,0,0,0,1,0,-71,사직
2016년 05월 01일,35,28,7,5,1,0,1,4,3,4,1,5,3,1,2,0,0,140,잠실
2016년 05월 01일,43,39,14,10,2,1,1,11,11,4,0,5,1,0,0,0,0,328,고척
2016년 05월 01일,37,28,8,3,4,0,1,9,9,6,0,8,1,0,3,1,0,273,대전
2016년 05월 01일,36,32,7,5,1,0,1,1,1,3,1,3,0,1,0,1,2,36,광주
2016년 05월 01일,36,32,5,5,0,0,0,2,2,2,1,6,0,0,1,0,1,-49,사직
2016년 05월 03일,,,,,,,,,,,,,,,,,,,잠실
2016년 05월 03일,37,33,8,7,1,0,0,2,2,2,1,9,0,0,1,0,0,3,인천
2016년 05월 03일,,,,,,,,,,,,,,,,,,,수원
2016년 05월 03일,31,29,8,8,0,0,0,0,0,2,0,3,0,2,0,3,1,-39,대구
2016년 05월 03일,36,29,7,5,1,0,1,3,3,4,0,6,0,0,3,0,0,114,광주
2016년 05월 04일,36,31,4,2,2,0,0,1,1,5,0,5,1,0,0,1,1,-24,잠실
2016년 05월 04일,42,31,10,9,0,0,1,5,5,9,0,2,1,0,2,0,0,232,인천
2016년 05월 04일,41,35,9,8,1,0,0,6,5,5,0,9,0,0,1,0,0,76,수원
2016년 05월 04일,37,34,10,8,2,0,0,3,3,2,0,5,2,0,1,2,1,80,대구
2016년 05월 04일,35,30,7,5,1,0,1,3,3,5,0,11,0,0,0,1,0,68,광주
2016년 05월 05일,41,36,10,6,3,0,1,8,6,3,0,10,0,2,2,0,1,141,잠실
2016년 05월 05일,54,48,21,13,3,0,5,19,17,5,0,5,1,0,1,0,1,647,인천
2016년 05월 05일,37,32,7,7,0,0,0,2,2,4,1,8,2,0,0,2,2,-15,수원
2016년 05월 05일,33,31,7,2,2,3,0,5,4,0,1,6,1,0,1,0,0,118,대구
2016년 05월 05일,52,38,18,14,1,1,2,17,17,11,1,5,0,0,2,2,1,542,광주
2016년 05월 06일,34,31,5,4,1,0,0,0,0,2,1,7,0,0,0,1,0,-61,잠실
2016년 05월 06일,50,44,20,15,1,1,3,15,15,6,0,7,3,0,0,0,0,555,고척
2016년 05월 06일,41,35,15,10,2,0,3,10,10,6,0,6,1,1,0,3,1,376,수원
2016년 05월 06일,34,31,8,4,2,1,1,5,4,1,0,2,1,0,2,0,0,194,대구
2016년 05월 06일,39,37,15,10,3,0,2,13,13,2,0,5,0,0,0,2,2,359,마산
2016년 05월 07일,35,30,6,5,1,0,0,0,0,4,1,7,0,2,0,1,0,-42,잠실
2016년 05월 07일,34,33,8,6,1,1,0,4,3,1,0,7,3,0,0,1,0,57,고척
2016년 05월 07일,48,42,20,18,2,0,0,17,16,6,0,9,2,0,0,0,0,414,수원
2016년 05월 07일,37,36,8,4,4,0,0,3,3,1,0,4,1,0,0,1,0,50,대구
2016년 05월 07일,35,32,8,4,1,0,3,4,4,3,0,12,0,1,0,0,0,160,마산
2016년 05월 08일,52,46,18,14,1,0,3,11,11,4,1,7,0,0,1,0,1,368,잠실
2016년 05월 08일,41,35,10,5,2,1,2,7,6,5,1,6,0,2,0,0,2,221,고척
2016년 05월 08일,39,33,13,11,1,0,1,7,7,5,0,4,0,1,1,1,0,234,수원
2016년 05월 08일,57,43,12,10,1,0,1,8,8,11,1,10,0,0,2,0,0,260,대구
2016년 05월 08일,44,30,12,10,2,0,0,11,11,10,1,3,1,1,3,2,0,334,마산
2016년 05월 10일,42,33,9,9,0,0,0,3,3,7,1,4,0,1,1,1,1,66,잠실
2016년 05월 10일,45,38,13,7,5,0,1,7,7,4,1,11,0,0,2,1,2,198,인천
2016년 05월 10일,,,,,,,,,,,,,,,,,,,대전
2016년 05월 10일,,,,,,,,,,,,,,,,,,,광주
2016년 05월 10일,,,,,,,,,,,,,,,,,,,사직
2016년 05월 11일,51,45,22,15,4,1,2,16,16,3,1,6,1,0,2,0,0,571,잠실
2016년 05월 11일,35,32,9,7,2,0,0,3,3,2,0,7,0,0,1,1,1,38,인천
2016년 05월 11일,40,36,13,9,4,0,0,6,5,3,0,7,0,0,1,1,3,150,대전
2016년 05월 11일,40,38,14,7,6,0,1,8,6,1,0,6,3,0,1,0,1,285,광주
2016년 05월 11일,35,34,9,7,2,0,0,2,1,1,0,9,0,0,0,2,0,-10,사직
2016년 05월 12일,38,33,10,7,2,1,0,5,5,2,1,7,0,0,2,1,1,111,잠실
2016년 05월 12일,37,33,10,6,1,0,3,5,5,2,1,8,0,0,1,1,0,220,인천
2016년 05월 12일,36,33,6,4,1,1,0,1,1,3,0,10,0,0,0,0,0,-31,대전
2016년 05월 12일,42,38,16,8,5,1,2,10,10,3,1,10,0,1,0,2,0,372,광주
2016년 05월 12일,38,30,9,5,1,1,2,8,8,6,1,4,1,1,1,0,1,283,사직
2016년 05월 13일,34,29,8,5,2,1,0,2,2,5,0,7,0,2,0,0,0,84,잠실
2016년 05월 13일,40,34,10,7,3,0,0,4,3,4,0,8,1,0,2,1,1,83,고척
2016년 05월 13일,44,40,13,12,0,0,1,8,8,4,0,8,0,0,0,0,1,170,대구
2016년 05월 13일,33,27,6,5,1,0,0,4,3,4,2,2,0,2,0,0,0,48,광주
2016년 05월 13일,36,35,9,7,0,0,2,4,4,1,0,11,0,0,0,1,0,76,마산
2016년 05월 14일,43,38,16,11,3,1,1,12,12,3,1,3,1,1,1,1,2,373,잠실
2016년 05월 14일,38,32,5,3,1,0,1,2,2,6,0,8,0,0,0,0,0,23,고척
2016년 05월 14일,43,36,15,12,2,0,1,10,10,5,1,5,1,1,1,1,1,311,대구
2016년 05월 14일,40,36,12,10,1,0,1,8,7,3,1,3,1,0,0,0,1,230,광주
2016년 05월 14일,41,36,10,8,2,0,0,3,3,5,0,11,3,0,0,1,0,71,마산
2016년 05월 15일,10,9,4,3,0,0,1,2,2,0,0,1,0,0,1,1,2,70,잠실
2016년 05월 15일,34,33,8,6,1,0,1,3,3,1,0,4,0,0,0,2,3,32,고척
2016년 05월 15일,37,35,9,7,1,0,1,3,3,2,0,6,1,0,0,1,0,67,대구
2016년 05월 15일,42,32,9,6,1,0,2,8,8,9,1,7,1,1,0,0,0,266,광주
2016년 05월 15일,50,43,7,5,2,0,0,2,2,6,1,10,4,1,0,0,1,-4,마산
2016년 05월 17일,34,30,9,7,1,0,1,4,4,2,0,1,1,0,2,1,1,155,잠실
2016년 05월 17일,35,33,10,7,2,0,1,5,5,2,0,8,1,0,0,1,0,140,고척
2016년 05월 17일,39,32,9,8,1,0,0,7,6,4,1,5,0,1,2,0,2,129,인천
2016년 05월 17일,39,35,13,11,1,1,0,7,7,2,0,5,1,1,2,1,0,192,수원
2016년 05월 17일,44,36,10,7,3,0,0,5,3,5,2,7,0,0,1,1,2,77,포항
2016년 05월 18일,48,41,18,12,2,2,2,15,14,7,0,5,0,0,0,0,1,493,잠실
2016년 05월 18일,41,37,16,15,0,0,1,9,9,3,1,5,0,1,0,1,1,281,고척
2016년 05월 18일,32,31,7,6,0,0,1,5,5,1,0,7,0,0,0,1,1,80,인천
2016년 05월 18일,37,31,5,4,1,0,0,2,2,5,1,8,0,0,0,1,0,-12,수원
2016년 05월 18일,45,34,13,7,4,0,2,13,13,8,2,5,0,1,1,0,1,405,포항
2016년 05월 19일,38,33,10,5,4,0,1,8,7,3,1,6,2,0,1,0,0,244,잠실
2016년 05월 19일,34,31,8,6,1,1,0,2,1,1,2,10,1,1,0,3,0,4,고척
2016년 05월 19일,37,32,8,4,1,0,3,3,3,3,0,8,0,0,2,1,2,142,인천
2016년 05월 19일,34,31,3,3,0,0,0,0,0,3,0,7,1,0,0,2,0,-96,수원
2016년 05월 19일,40,37,13,10,1,0,2,6,5,2,0,4,1,1,1,0,0,208,포항
2016년 05월 20일,33,29,9,6,2,1,0,4,4,1,1,3,0,1,2,1,0,136,잠실
2016년 05월 20일,41,34,12,8,1,1,2,11,11,6,0,6,1,0,1,1,0,352,대전
2016년 05월 20일,36,28,9,7,0,0,2,5,5,5,1,5,1,0,2,2,0,224,광주
2016년 05월 20일,41,37,11,7,1,0,3,5,5,4,0,9,2,0,0,1,2,191,사직
2016년 05월 20일,38,34,8,7,1,0,0,2,2,4,0,6,2,0,0,1,0,33,마산
2016년 05월 21일,45,36,12,10,2,0,0,5,3,7,1,4,1,1,1,0,1,136,잠실
2016년 05월 21일,58,47,15,11,2,1,1,8,8,6,3,7,0,0,2,1,0,271,대전
2016년 05월 21일,40,33,8,5,0,1,2,7,6,5,1,8,0,0,1,2,1,175,광주
2016년 05월 21일,44,40,14,11,3,0,0,4,4,4,0,4,0,0,0,0,0,149,사직
2016년 05월 21일,42,33,13,9,2,0,2,10,9,3,4,4,0,0,2,2,0,347,마산
2016년 05월 22일,32,29,7,5,2,0,0,5,4,1,1,9,1,1,1,0,0,57,잠실
2016년 05월 22일,41,40,11,5,3,0,3,7,7,1,0,5,1,0,0,1,0,244,대전
2016년 05월 22일,36,32,10,8,2,0,0,7,4,2,0,3,5,0,2,1,1,161,광주
2016년 05월 22일,44,38,15,10,2,0,3,10,10,5,1,10,4,0,0,1,0,404,사직
2016년 05월 22일,39,37,14,9,3,0,2,9,9,2,0,6,0,0,0,0,0,298,마산
2016년 05월 24일,37,31,9,6,0,2,1,8,8,6,0,4,1,0,0,2,1,233,잠실
2016년 05월 24일,30,25,4,3,1,0,0,2,1,4,0,6,2,1,1,1,1,15,고척
2016년 05월 24일,36,28,4,4,0,0,0,2,1,8,0,4,0,1,0,2,0,-19,대구
2016년 05월 24일,,,,,,,,,,,,,,,,,,,울산
2016년 05월 24일,,,,,,,,,,,,,,,,,,,마산
